HomeTeamName,HomeTeamid,Div
AZ Alkmaar,201,88
Ajax,194,88
Cambuur,420,88
Den Haag,198,88
Dordrecht,409,88
Excelsior,196,88
FC Emmen,208,88
Feyenoord,209,88
For Sittard,205,88
Go Ahead Eagles,410,88
Graafschap,199,88
Groningen,202,88
Heerenveen,210,88
Heracles,206,88
NAC Breda,203,88
Nijmegen,413,88
PSV Eindhoven,197,88
Roda,414,88
Sparta Rotterdam,426,88
Twente,415,88
Utrecht,207,88
VVV Venlo,204,88
Vitesse,200,88
Volendam,416,88
Waalwijk,417,88
Willem II,195,88
Zwolle,193,88
